address,price,link,bed,bath,sqft,age,gross_taxes_2017,strata_maintenance_fees,area,sub_area,property_type,strata_type,listing_id,primary_broker,features,amenities,school_info,latlng
2512 Wall Street,1375000,https://www.rew.ca/properties/R2224059/2512-wall-street-vancouver-bc,1,2,1406,73.0,4344.0,,Vancouver East,Hastings East,House,Freehold NonStrata,R2224059,Sutton Grp West Coast (Brdwy),"Clothes Washer/Dryer, Refrigerator, Stove","In Suite Laundry, Storage","[{'name': 'Hastings Community Elementary School', 'address': '2625 Franklin St, Vancouver', 'latitude': 49.2822084, 'longitude': -123.0514144, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.0 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.6 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.8 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'North Star Montessori Elementary School', 'address': '1325 Keith Rd E, North Vancouver', 'latitude': 49.3132826, 'longitude': -123.0381669, 'grades': 'K', 'category': 'Independent', 'distance': '2.7 km'}]","(49.288558, -123.038169)"
2563 Oxford Street,1689000,https://www.rew.ca/properties/R2222564/2563-oxford-street-vancouver-bc,6,4,2726,28.0,5482.0,,Vancouver East,Hastings East,House,Freehold NonStrata,R2222564,Royal First Realty,"Clothes Washer/Dryer, Drapes/Window Coverings, Garage Door Opener, Refrigerator, Smoke Alarm, Stove",MISSING,"[{'name': 'Hastings Community Elementary School', 'address': '2625 Franklin St, Vancouver', 'latitude': 49.2822084, 'longitude': -123.0514144, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.4 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.1 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '0.2 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.2 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '2.3 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.5 km'}]","(49.2944403, -122.7631939)"
2838 Franklin Street,1599000,https://www.rew.ca/properties/R2227784/2838-franklin-street-vancouver-bc,7,4,2300,35.0,5188.0,,Vancouver East,Hastings East,House,Freehold NonStrata,R2227784,Sutton Grp Vancouver First Rty,"Clothes Washer/Dryer, Refrigerator, Smoke Alarm, Stove",MISSING,"[{'name': 'Hastings Community Elementary School', 'address': '2625 Franklin St, Vancouver', 'latitude': 49.2822084, 'longitude': -123.0514144, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.4 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.1 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.4 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.4 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.5 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.0 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '2.2 km'}]","(49.2820768, -123.0572328)"
3434 Dundas Street,1499000,https://www.rew.ca/properties/R2224942/3434-dundas-street-vancouver-bc,4,2,2380,89.0,4833.0,,Vancouver East,Hastings East,House,Freehold NonStrata,R2224942,Keller Williams Realty Van Central,ClthWsh/Dryr/Frdg/Stve/DW,In Suite Laundry,"[{'name': 'Sir John Franklin Community School', 'address': '250S Skeena St, Vancouver', 'latitude': 49.2825439, 'longitude': -123.0270231, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '2.3 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.8 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.9 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'Kenneth Gordon School', 'address': '420 Seymour River Pl, North Vancouver', 'latitude': 49.3091584, 'longitude': -123.0168595, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.9 km'}]","(49.2848107, -123.0597104)"
2712 Pandora Street,1588000,https://www.rew.ca/properties/R2223568/2712-pandora-street-vancouver-bc,6,2,1995,110.0,,,Vancouver East,Hastings East,House,Freehold NonStrata,R2223568,Rennie & Associates Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave",MISSING,"[{'name': 'Hastings Community Elementary School', 'address': '2625 Franklin St, Vancouver', 'latitude': 49.2822084, 'longitude': -123.0514144, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.2 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.0 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.4 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.4 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '2.2 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.2 km'}]","(49.2830253, -123.0637578)"
3582 Franklin Street,2248000,https://www.rew.ca/properties/R2225149/3582-franklin-street-vancouver-bc,7,7,3453,0.0,4496.0,,Vancouver East,Hastings East,House,Freehold NonStrata,R2225149,Sutton Grp West Coast (Van49),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Fireplace Insert, Heat Recov. Vent., Intercom, Jetted Bathtub, Pantry, Security System, Sprinkler - Fire",MISSING,"[{'name': 'Sir John Franklin Community School', 'address': '250S Skeena St, Vancouver', 'latitude': 49.2825439, 'longitude': -123.0270231, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.1 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '2.5 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.9 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '2.2 km'}, {'name': 'Holy Cross Elementary School', 'address': '1450 Delta Ave, Burnaby', 'latitude': 49.270769, 'longitude': -122.991456, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.8 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.9 km'}]","(49.2820768, -123.0572328)"
2761 Mcgill Street,2088000,https://www.rew.ca/properties/R2219315/2761-mcgill-street-vancouver-bc,9,7,3513,1.0,3393.0,,Vancouver East,Hastings East,House,Freehold NonStrata,R2219315,Maxcel Westcoast Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Security System, Smoke Alarm, Sprinkler - Fire, Vacuum R.I.",MISSING,"[{'name': 'Hastings Community Elementary School', 'address': '2625 Franklin St, Vancouver', 'latitude': 49.2822084, 'longitude': -123.0514144, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.6 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.5 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.2 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '2.8 km'}]","(49.2887164, -123.0519403)"
6250 Cedarhurst Street,5980000,https://www.rew.ca/properties/R2226875/6250-cedarhurst-street-vancouver-bc,4,5,4011,77.0,,,Vancouver West,Kerrisdale,House,Freehold NonStrata,R2226875,Royal Pacific Realty Corp.,MISSING,MISSING,"[{'name': 'Kerrisdale Annex', 'address': '3250 43rd Ave W, Vancouver', 'latitude': 49.2328207, 'longitude': -123.1769391, 'grades': 'K - 2', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Kerrisdale Elementary School', 'address': '5555 Carnarvon St, Vancouver', 'latitude': 49.2357164, 'longitude': -123.1744931, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Point Grey Secondary School', 'address': '5350 East Blvd, Vancouver', 'latitude': 49.2372511, 'longitude': -123.1530483, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.6 km'}, {'name': 'Crofton House', 'address': '3200 41st Ave W, Vancouver', 'latitude': 49.2345571, 'longitude': -123.1768575, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'Immaculate Conception School', 'address': '3745 West 28th Ave, Vancouver', 'latitude': 49.2473971, 'longitude': -123.187749, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.7 km'}, {'name': ""St George's School"", 'address': '4175 W 29th Ave, Vancouver', 'latitude': 49.2475246, 'longitude': -123.1991544, 'grades': '1 - 12', 'category': 'Independent', 'distance': '2.8 km'}, {'name': 'Little Flower Academy', 'address': '4195 Alexandra St, Vancouver', 'latitude': 49.248696, 'longitude': -123.14211, 'grades': '8 - 12', 'category': 'Independent', 'distance': '3.0 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.1 km'}]","(49.229363, -123.1716013)"
2999 W 39th Avenue,5280000,https://www.rew.ca/properties/R2224837/2999-w-39th-avenue-vancouver-bc,6,6,3699,1.0,6831.0,,Vancouver West,Kerrisdale,House,Freehold NonStrata,R2224837,Macdonald Realty Westmar,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Fireplace Insert, Heat Recov. Vent., Microwave, Security System, Smoke Alarm, Vacuum R.I.",Air Cond./Central,"[{'name': 'Kerrisdale Elementary School', 'address': '5555 Carnarvon St, Vancouver', 'latitude': 49.2357164, 'longitude': -123.1744931, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.2 km'}, {'name': 'Kerrisdale Annex', 'address': '3250 43rd Ave W, Vancouver', 'latitude': 49.2328207, 'longitude': -123.1769391, 'grades': 'K - 2', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Point Grey Secondary School', 'address': '5350 East Blvd, Vancouver', 'latitude': 49.2372511, 'longitude': -123.1530483, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.4 km'}, {'name': 'Crofton House', 'address': '3200 41st Ave W, Vancouver', 'latitude': 49.2345571, 'longitude': -123.1768575, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.4 km'}, {'name': 'Immaculate Conception School', 'address': '3745 West 28th Ave, Vancouver', 'latitude': 49.2473971, 'longitude': -123.187749, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': ""St George's School"", 'address': '4175 W 29th Ave, Vancouver', 'latitude': 49.2475246, 'longitude': -123.1991544, 'grades': '1 - 12', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'Little Flower Academy', 'address': '4195 Alexandra St, Vancouver', 'latitude': 49.248696, 'longitude': -123.14211, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'Ecole Jules Quesnel Elementary', 'address': '3050 Crown St, Vancouver', 'latitude': 49.2590199, 'longitude': -123.1925809, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.9 km'}]","(49.2363489, -123.1498309)"
2326 W 45th Avenue,2788000,https://www.rew.ca/properties/R2229206/2326-w-45th-avenue-vancouver-bc,6,0,2754,47.0,8049.0,,Vancouver West,Kerrisdale,House,Freehold NonStrata,R2229206,Sutton Centre Realty,ClthWsh/Dryr/Frdg/Stve/DW,MISSING,"[{'name': 'Magee Secondary School', 'address': '6360 Maple St, Vancouver', 'latitude': 49.2282476, 'longitude': -123.1522964, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Maple Grove Elementary School', 'address': '6199 Cypress St, Vancouver', 'latitude': 49.2298439, 'longitude': -123.1502112, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'Crofton House', 'address': '3200 41st Ave W, Vancouver', 'latitude': 49.2345571, 'longitude': -123.1768575, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.8 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.2 km'}, {'name': 'Little Flower Academy', 'address': '4195 Alexandra St, Vancouver', 'latitude': 49.248696, 'longitude': -123.14211, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.4 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.5 km'}, {'name': 'Immaculate Conception School', 'address': '3745 West 28th Ave, Vancouver', 'latitude': 49.2473971, 'longitude': -123.187749, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.8 km'}]","(49.2303491, -123.1319567)"
6608 Maple Street,3880000,https://www.rew.ca/properties/R2229517/6608-maple-street-vancouver-bc,6,4,3865,32.0,11698.0,,Vancouver West,Kerrisdale,House,Freehold NonStrata,R2229517,RE/MAX Select Properties,ClthWsh/Dryr/Frdg/Stve/DW,MISSING,"[{'name': 'Magee Secondary School', 'address': '6360 Maple St, Vancouver', 'latitude': 49.2282476, 'longitude': -123.1522964, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Maple Grove Elementary School', 'address': '6199 Cypress St, Vancouver', 'latitude': 49.2298439, 'longitude': -123.1502112, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'Crofton House', 'address': '3200 41st Ave W, Vancouver', 'latitude': 49.2345571, 'longitude': -123.1768575, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'Little Flower Academy', 'address': '4195 Alexandra St, Vancouver', 'latitude': 49.248696, 'longitude': -123.14211, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.7 km'}]","(49.264687, -123.1504953)"
