address,price,link,subarea,bed,bath,sqft,type,Property Age,Gross Taxes for 2017,Strata Maintenance Fees,Area,Sub-Area/Community,Property Type,Title,Listing ID,Primary Agent,Primary Broker,Features,Amenities
512-2888 Cambie Street,589000,https://www.rew.ca/properties/R2226328/512-2888-cambie-street-vancouver-bc,Vancouver West All ,0,1,479,Apt/Condo,Built in 2017 (1 yrs old),$0,$199,Vancouver West,Mount Pleasant West,Apt/Condo,Freehold Strata,R2226328,,RE/MAX Crest Realty,"Air Conditioning, Clothes Dryer, Dishwasher, Microwave, Oven-Built In, Range Top, Refrigerator","Bike Room, Elevator, Garden, In Suite Laundry, Recreation Center, Wheelchair Access"
3708 W 35th Avenue,6980000,https://www.rew.ca/properties/R2226315/3708-w-35th-avenue-vancouver-bc,Vancouver West All ,6,7,4035,House,Built in 2017 (1 yrs old),"$9,897",,Vancouver West,Dunbar,House,Freehold NonStrata,R2226315,,Sutton Grp West Coast (W.Blvd),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Intercom, Oven-Built In, Security System, Sprinkler - Inground, Stove, Vacuum Blt. In, Wet Bar",
1-274 W 62nd Avenue,1699900,https://www.rew.ca/properties/R2227538/1-274-w-62nd-avenue-vancouver-bc,Vancouver West All ,3,3,1735,Townhouse,Built in 2017 (1 yrs old),,$363,Vancouver West,Marpole,Townhouse,Freehold Strata,R2227538,,RE/MAX Ken Leong,"Air Conditioning, Clothes Washer/Dryer, Disposal - Waste, Drapes/Window Coverings, Microwave, Smoke Alarm","Garden, In Suite Laundry"
302-874 W 6th Avenue,775000,https://www.rew.ca/properties/R2227381/302-874-w-6th-avenue-vancouver-bc,Vancouver West All ,2,2,1001,Apt/Condo,Built in 1994 (24 yrs old),"$1,714",$269,Vancouver West,Fairview,Apt/Condo,Freehold Strata,R2227381,,RE/MAX City Realty,,"Elevator, Swirlpool/Hot Tub"
2-815 Chilco Street,2200000,https://www.rew.ca/properties/R2226668/2-815-chilco-street-vancouver-bc,Vancouver West All ,2,2,2070,Apt/Condo,Built in 1968 (50 yrs old),"$5,345",$939,Vancouver West,West End,Apt/Condo,Freehold Strata,R2226668,,Prompton Real Estate Serv.Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Fireplace Insert","In Suite Laundry, Pool; Indoor"
2765 W 8th Avenue,2499999,https://www.rew.ca/properties/R2227616/2765-w-8th-avenue-vancouver-bc,Vancouver West All ,5,2,2301,House,Built in 1920 (98 yrs old),"$7,231",,Vancouver West,Kitsilano,House,Freehold NonStrata,R2227616,,RE/MAX Crest Realty,ClthWsh/Dryr/Frdg/Stve/DW,
906-1570 W 7th Avenue,599000,https://www.rew.ca/properties/R2227721/906-1570-w-7th-avenue-vancouver-bc,Vancouver West All ,1,1,778,Apt/Condo,Built in 2002 (16 yrs old),"$1,359",$276,Vancouver West,Fairview,Apt/Condo,Freehold Strata,R2227721,,Mla Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Air Cond./Central, Assisted Living, Community Meals, In Suite Laundry, Independent living, Wheelchair Access"
204-283 Davie Street,1175000,https://www.rew.ca/properties/R2227109/204-283-davie-street-vancouver-bc,Vancouver West All ,2,2,1258,Apt/Condo,Built in 1994 (24 yrs old),"$2,013",$581,Vancouver West,Yaletown,Apt/Condo,Freehold Strata,R2227109,,Faith Wilson Group,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Bike Room, Elevator, Exercise Centre, Pool; Indoor, Sauna/Steam Room, Storage"
4006 W 34th Avenue,4980000,https://www.rew.ca/properties/R2226360/4006-w-34th-avenue-vancouver-bc,Vancouver West All ,6,4,3961,House,Built in 1984 (34 yrs old),"$10,619",,Vancouver West,Dunbar,House,Freehold NonStrata,R2226360,,Sutton Grp West Coast (W.Blvd),ClthWsh/Dryr/Frdg/Stve/DW,
1576 W 47th Avenue,4268000,https://www.rew.ca/properties/R2227193/1576-w-47th-avenue-vancouver-bc,Vancouver West All ,5,3,4146,House,Built in 1926 (92 yrs old),"$12,844",,Vancouver West,South Cambie,House,Freehold NonStrata,R2227193,,Westside Tom Gradecak Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Garden, In Suite Laundry"
211-2680 W 4th Avenue,549000,https://www.rew.ca/properties/R2227756/211-2680-w-4th-avenue-vancouver-bc,Vancouver West All ,1,1,650,Apt/Condo,Built in 1996 (22 yrs old),"$1,068",$239,Vancouver West,Kitsilano,Apt/Condo,Freehold Strata,R2227756,,One Percent Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Bike Room, In Suite Laundry"
208-1099 E Broadway,598800,https://www.rew.ca/properties/R2228542/208-1099-e-broadway-vancouver-bc,Vancouver East All ,2,1,779,Apt/Condo,Built in 1994 (24 yrs old),"$1,050",$328,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,R2228542,,RE/MAX Masters Realty,,"Club House, In Suite Laundry"
28 E 60th Avenue,2388000,https://www.rew.ca/properties/R2228401/28-e-60th-avenue-vancouver-bc,Vancouver East All ,8,6,2962,House,Built in 2017 (1 yrs old),"$4,278",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228401,,RE/MAX Select Properties,,Air Cond./Central
227 E 62nd Avenue,1399500,https://www.rew.ca/properties/R2228475/227-e-62nd-avenue-vancouver-bc,Vancouver East All ,5,2,2124,House,Built in 1971 (47 yrs old),"$4,743",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228475,,Sutton Grp West Coast (Van Cam),ClthWsh/Dryr/Frdg/Stve/DW,
4353 Fleming Street,1105000,https://www.rew.ca/properties/R2228382/4353-fleming-street-vancouver-bc,Vancouver East All ,3,3,1100,Townhouse,Built in 2017 (1 yrs old),$0,$0,Vancouver East,Knight,Townhouse,Freehold Strata,R2228382,,RE/MAX Select Properties,,In Suite Laundry
105-8772 SW Marine Drive,448000,https://www.rew.ca/properties/R2227779/105-8772-sw-marine-drive-vancouver-bc,Vancouver West All ,1,1,705,Apt/Condo,Built in 1986 (32 yrs old),$861,$299,Vancouver West,Marpole,Apt/Condo,Freehold Strata,R2227779,,Engel & Volkers Vancouver,"ClthWsh/Dryr/Frdg/Stve/DW, Fireplace Insert, Garage Door Opener","In Suite Laundry, Storage"
207-1477 Fountain Way,699900,https://www.rew.ca/properties/R2227880/207-1477-fountain-way-vancouver-bc,Vancouver West All ,2,2,1167,Apt/Condo,Built in 1982 (36 yrs old),"$1,548",$370,Vancouver West,False Creek,Apt/Condo,Leasehold prepaid-Strata,R2227880,,RE/MAX Little Oak Realty,,"Elevator, Garden, In Suite Laundry, Storage"
4886 Commercial Street,1565000,https://www.rew.ca/properties/R2228818/4886-commercial-street-vancouver-bc,Vancouver East All ,4,3,2449,House,Built in 1968 (50 yrs old),"$5,067",,Vancouver East,Victoria East,House,Freehold NonStrata,R2228818,,One Percent Realty Ltd.,,
202-2181 W 12th Avenue,1388000,https://www.rew.ca/properties/R2228670/202-2181-w-12th-avenue-vancouver-bc,Vancouver West All ,3,2,1237,Apt/Condo,Built in 1997 (21 yrs old),"$2,440",$509,Vancouver West,Kitsilano,Apt/Condo,Freehold Strata,R2228670,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings","Elevator, In Suite Laundry, Wheelchair Access"
1507-1295 Richards Street,650000,https://www.rew.ca/properties/R2228775/1507-1295-richards-street-vancouver-bc,Vancouver West All ,1,1,550,Apt/Condo,Built in 2003 (15 yrs old),"$1,354",$223,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228775,,RE/MAX Crest Realty Westside,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Windows - Storm","Bike Room, In Suite Laundry, Recreation Center, Wheelchair Access"
3960 Nootka Street,1149900,https://www.rew.ca/properties/R2224044/3960-nootka-street-vancouver-bc,Vancouver East All ,2,2,1628,House,Built in 1952 (66 yrs old),,,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2224044,,RE/MAX All Points Realty,,
1207-788 Richards Street,800000,https://www.rew.ca/properties/R2228355/1207-788-richards-street-vancouver-bc,Vancouver West All ,1,1,617,Apt/Condo,Built in 2008 (10 yrs old),"$1,594",$371,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228355,,RE/MAX Masters Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Compactor - Garbage, Microwave, Oven-Built In","Air Cond./Central, Exercise Centre, In Suite Laundry, Pool; Outdoor, Restaurant, Swirlpool/Hot Tub"
309-2565 Maple Street,1998000,https://www.rew.ca/properties/R2228225/309-2565-maple-street-vancouver-bc,Vancouver West All ,3,3,1573,Apt/Condo,Built in 2017 (1 yrs old),,$552,Vancouver West,Kitsilano,Apt/Condo,Freehold Strata,R2228225,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Microwave, Oven-Built In, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Exercise Centre, Storage"
208-6555 Victoria Drive,449000,https://www.rew.ca/properties/R2228925/208-6555-victoria-drive-vancouver-bc,Vancouver East All ,1,1,566,Apt/Condo,Built in 2016 (2 yrs old),"$1,650",$144,Vancouver East,Killarney,Apt/Condo,Freehold Strata,R2228925,,Sutton Grp West Coast (Van49),ClthWsh/Dryr/Frdg/Stve/DW,
1957 W 37th Avenue,3149800,https://www.rew.ca/properties/R2216712/1957-w-37th-avenue-vancouver-bc,Vancouver West All ,7,6,3333,House,Built in 1912 (106 yrs old),"$10,010",,Vancouver West,Quilchena,House,Freehold NonStrata,R2216712,,Virani Real Estate Advisors,ClthWsh/Dryr/Frdg/Stve/DW,
3641 Handel Avenue,848888,https://www.rew.ca/properties/R2222507/3641-handel-avenue-vancouver-bc,Champlain Heights ,3,3,2041,Townhouse,Built in 1982 (36 yrs old),"$2,187",$360,Vancouver East,Champlain Heights,Townhouse,Leasehold prepaid-Strata,R2222507,,Dexter Associates Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Vacuum Blt. In","Garden, In Suite Laundry"
606-3530 Sawmill Crescent,1550900,https://www.rew.ca/properties/R2223993/606-3530-sawmill-crescent-vancouver-bc,Champlain Heights ,3,3,1545,Apt/Condo,Built in 2021 (-3 yrs old),,$600,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2223993,,Wesgroup Realty Ltd.,"Clothes Washer/Dryer, Drapes/Window Coverings, Freezer, Garage Door Opener, Range Top, Smoke Alarm, Sprinkler - Fire, Stove","Exercise Centre, Garden, Guest Suite"
500-3530 Sawmill Crescent,779900,https://www.rew.ca/properties/R2224114/500-3530-sawmill-crescent-vancouver-bc,Champlain Heights ,2,2,930,Apt/Condo,Built in 2021 (-3 yrs old),,$384,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224114,,Wesgroup Realty Ltd.,"Clothes Washer/Dryer, Freezer, Garage Door Opener, Range Top, Smoke Alarm, Sprinkler - Fire, Stove","Exercise Centre, Garden, Guest Suite"
PH 715-8580 River District Crossing,999000,https://www.rew.ca/properties/R2223062/715-8580-river-district-crossing-vancouver-bc,Champlain Heights ,2,2,1195,Apt/Condo,Built in 2017 (1 yrs old),$0,$516,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2223062,,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Range Top, Smoke Alarm, Sprinkler - Fire","Club House, Elevator, Exercise Centre, Guest Suite, Pool; Indoor, Swirlpool/Hot Tub"
602-3530 Sawmill Crescent,719900,https://www.rew.ca/properties/R2224105/602-3530-sawmill-crescent-vancouver-bc,Champlain Heights ,2,1,770,Apt/Condo,Built in 2021 (-3 yrs old),,$311,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224105,,Wesgroup Realty Ltd.,"Clothes Washer/Dryer, Freezer, Garage Door Opener, Range Top, Smoke Alarm, Sprinkler - Fire, Stove","Exercise Centre, Garden, Guest Suite"
513-3530 Sawmill Crescent,879900,https://www.rew.ca/properties/R2224168/513-3530-sawmill-crescent-vancouver-bc,Champlain Heights ,2,2,1030,Apt/Condo,Built in 2021 (-3 yrs old),,$414,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224168,,Wesgroup Realty Ltd.,"Clothes Washer/Dryer, Drapes/Window Coverings, Freezer, Garage Door Opener, Range Top, Smoke Alarm, Sprinkler - Fire, Stove","Exercise Centre, Garden, Guest Suite"
401-3198 Riverwalk Avenue,849900,https://www.rew.ca/properties/R2224408/401-3198-riverwalk-avenue-vancouver-bc,Champlain Heights ,2,1,945,Apt/Condo,Built in 2020 (-2 yrs old),$0,$398,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224408,,Polygon Realty Limited,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Refrigerator, Smoke Alarm, Sprinkler - Fire, Stove","Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"
211-3198 Riverwalk Avenue,819900,https://www.rew.ca/properties/R2224411/211-3198-riverwalk-avenue-vancouver-bc,Champlain Heights ,2,2,861,Apt/Condo,Built in 2020 (-2 yrs old),$0,$362,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224411,,Polygon Realty Limited,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Refrigerator, Sprinkler - Fire, Stove","Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"
206-3198 Riverwalk Avenue,839900,https://www.rew.ca/properties/R2224430/206-3198-riverwalk-avenue-vancouver-bc,Champlain Heights ,2,2,883,Apt/Condo,Built in 2020 (-2 yrs old),$0,$371,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224430,,Polygon Realty Limited,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Refrigerator, Smoke Alarm, Sprinkler - Fire, Stove","Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"
508-3281 E Kent Avenue North,729000,https://www.rew.ca/properties/R2225554/508-3281-e-kent-avenue-north-vancouver-bc,Champlain Heights ,2,2,965,Apt/Condo,Built in 2017 (1 yrs old),$0,$365,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2225554,,Macdonald Realty Westmar,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Microwave, Security System, Smoke Alarm, Sprinkler - Fire","Elevator, Exercise Centre, Garden, In Suite Laundry"
705-3198 Riverwalk Avenue,2128900,https://www.rew.ca/properties/R2226452/705-3198-riverwalk-avenue-vancouver-bc,Champlain Heights ,3,2,1742,Apt/Condo,Built in 2020 (-2 yrs old),,$733,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2226452,,Polygon Realty Limited,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Refrigerator, Smoke Alarm, Sprinkler - Fire, Stove","Elevator, Exercise Centre, Garden, In Suite Laundry, Playground, Storage"
700-3530 Sawmill Crescent,575900,https://www.rew.ca/properties/R2226030/700-3530-sawmill-crescent-vancouver-bc,Champlain Heights ,1,1,610,Apt/Condo,Built in 2021 (-3 yrs old),,$246,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2226030,,Wesgroup Realty Ltd.,"Clothes Washer/Dryer, Compactor - Garbage, Drapes/Window Coverings, Freezer, Range Top, Smoke Alarm, Sprinkler - Fire, Stove","Exercise Centre, Garden, Guest Suite"
1200-3530 Sawmill Crescent,599900,https://www.rew.ca/properties/R2225185/1200-3530-sawmill-crescent-vancouver-bc,Champlain Heights ,1,1,610,Apt/Condo,Built in 2021 (-3 yrs old),,$246,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2225185,,Wesgroup Realty Ltd.,"Clothes Washer/Dryer, Drapes/Window Coverings, Freezer, Garage Door Opener, Range Top, Smoke Alarm, Sprinkler - Fire, Stove","Exercise Centre, Garden, Guest Suite"
202-3138 Riverwalk Avenue,799000,https://www.rew.ca/properties/R2225514/202-3138-riverwalk-avenue-vancouver-bc,Champlain Heights ,2,2,927,Apt/Condo,Built in 2015 (3 yrs old),"$1,599",$367,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2225514,,Metro Edge Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Exercise Centre, In Suite Laundry"
305-3281 E Kent Avenue North Avenue,1088000,https://www.rew.ca/properties/R2224417/305-3281-e-kent-avenue-north-avenue-vancouver-bc,Champlain Heights ,2,2,1020,Apt/Condo,Built in 2017 (1 yrs old),$0,$189,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2224417,,Nu Stream Realty Inc.,ClthWsh/Dryr/Frdg/Stve/DW,"Exercise Centre, Garden, Storage"
8203 Strauss Drive,834900,https://www.rew.ca/properties/R2226451/8203-strauss-drive-vancouver-bc,Champlain Heights ,3,3,1827,Townhouse,Built in 1981 (37 yrs old),"$2,310",$360,Vancouver East,Champlain Heights,Townhouse,Leasehold prepaid-NonStrata,R2226451,,Royal Le Page Wolstencroft,"ClthWsh/Dryr/Frdg/Stve/DW, Freezer, Garage Door Opener, Intercom, Microwave, Pantry, Security - RI, Smoke Alarm, Vacuum Blt. In, Windows - Thermo","Garden, In Suite Laundry"
1010-3281 E Kent Avenue North,850000,https://www.rew.ca/properties/R2227256/1010-3281-e-kent-avenue-north-vancouver-bc,Champlain Heights ,2,2,951,Apt/Condo,Built in 2017 (1 yrs old),$0,$380,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2227256,,RE/MAX City Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, Exercise Centre, In Suite Laundry"
307-3281 E Kent Avenue,788000,https://www.rew.ca/properties/R2223400/307-3281-e-kent-avenue-vancouver-bc,Champlain Heights ,2,2,898,Apt/Condo,Built in 2017 (1 yrs old),,$368,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2223400,,Sutton Maple Pacific Realty,,"Elevator, Exercise Centre, Garden"
1007-3281 E Kent Avenue North Avenue,928880,https://www.rew.ca/properties/R2229316/1007-3281-e-kent-avenue-north-avenue-vancouver-bc,Champlain Heights ,2,2,895,Apt/Condo,Built in 2017 (1 yrs old),,$368,Vancouver East,Champlain Heights,Apt/Condo,Freehold Strata,R2229316,,Sutton Group 1st West Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Sprinkler - Fire","Elevator, Exercise Centre, Garden, In Suite Laundry"
7359 Pinnacle Court,745000,https://www.rew.ca/properties/R2207367/7359-pinnacle-court-vancouver-bc,Champlain Heights ,3,4,1857,Townhouse,Built in 1980 (38 yrs old),"$1,656",$392,Vancouver East,Champlain Heights,Townhouse,Leasehold prepaid-Strata,R2207367,,Sutton Grp West Coast Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Storage Shed","Club House, Garden, Pool; Outdoor, Storage"
3507-1151 W Georgia Street,2960000,https://www.rew.ca/properties/R2217373/3507-1151-w-georgia-street-vancouver-bc,Coal Harbour ,2,3,1180,Apt/Condo,Built in 2016 (2 yrs old),"$5,314",$786,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2217373,,Royal Pacific Riverside Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Air Cond./Central, Exercise Centre, In Suite Laundry, Pool; Indoor, Restaurant"
PH8-1717 Bayshore Drive,7198000,https://www.rew.ca/properties/R2217729/ph8-1717-bayshore-drive-vancouver-bc,Coal Harbour ,3,4,3152,Apt/Condo,Built in 2000 (18 yrs old),"$15,779","$1,692",Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2217729,,RE/MAX Masters Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Wheelchair Access"
1901-323 Jervis Street,10500000,https://www.rew.ca/properties/R2222460/1901-323-jervis-street-vancouver-bc,Coal Harbour ,3,4,3488,Apt/Condo,Built in 2002 (16 yrs old),"$18,196","$1,953",Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2222460,,Oakwyn Realty Ltd.,ClthWsh/Dryr/Frdg/Stve/DW,"Air Cond./Central, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage"
2806-1011 W Cordova Street,1690000,https://www.rew.ca/properties/R2223694/2806-1011-w-cordova-street-vancouver-bc,Coal Harbour ,1,1,742,Apt/Condo,Built in 2010 (8 yrs old),"$2,476",$581,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2223694,,Sutton Group Seafair Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Pantry, Sprinkler - Fire","Air Cond./Central, Elevator, In Suite Laundry, Independent living, Pool; Outdoor, Recreation Center"
1801-1415 W Georgia Street,1398000,https://www.rew.ca/properties/R2222489/1801-1415-w-georgia-street-vancouver-bc,Coal Harbour ,2,2,1248,Apt/Condo,Built in 1990 (28 yrs old),"$2,982",$548,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2222489,,Royal Le Page Sussex (W Van1),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Pantry, Vacuum R.I.","Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage, Swirlpool/Hot Tub"
906-555 Jervis Street,899000,https://www.rew.ca/properties/R2223653/906-555-jervis-street-vancouver-bc,Coal Harbour ,1,1,670,Apt/Condo,Built in 1996 (22 yrs old),"$1,382",$381,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2223653,,Sutton Group 1st West Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Smoke Alarm, Sprinkler - Fire","Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage, Swirlpool/Hot Tub"
6602-1151 W Georgia Street,2998000,https://www.rew.ca/properties/R2226213/6602-1151-w-georgia-street-vancouver-bc,Coal Harbour ,2,3,1231,Apt/Condo,Built in 2016 (2 yrs old),,$775,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2226213,,Coldwell Banker Prestige Rlty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Oven-Built In","Air Cond./Central, Elevator, Exercise Centre, Pool; Indoor, Restaurant"
3504-1011 W Cordova Street,3249000,https://www.rew.ca/properties/R2226336/3504-1011-w-cordova-street-vancouver-bc,Coal Harbour ,2,2,1306,Apt/Condo,Built in 2010 (8 yrs old),"$4,913",$862,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2226336,,RE/MAX Masters Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Intercom","Air Cond./Central, Exercise Centre, Pool; Outdoor, Restaurant, Sauna/Steam Room, Swirlpool/Hot Tub"
104-1169 W Cordova Street,6880000,https://www.rew.ca/properties/R2223804/104-1169-w-cordova-street-vancouver-bc,Coal Harbour ,3,3,2636,Townhouse,Built in 2006 (12 yrs old),"$11,442","$1,782",Vancouver West,Coal Harbour,Townhouse,Freehold Strata,R2223804,,Sutton Grp West Coast (Brdwy),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Microwave, Oven-Built In, Security System, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Exercise Centre, In Suite Laundry, Pool; Indoor, Recreation Center, Sauna/Steam Room"
3601-1151 W Georgia Street,1398000,https://www.rew.ca/properties/R2225123/3601-1151-w-georgia-street-vancouver-bc,Coal Harbour ,1,1,649,Apt/Condo,Built in 2016 (2 yrs old),"$2,660",$429,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2225123,,Sutton Group 1st West Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW","Air Cond./Central, Elevator, Exercise Centre, Pool; Indoor, Restaurant, Sauna/Steam Room"
506-1128 W Hastings Street,379900,https://www.rew.ca/properties/R2226501/506-1128-w-hastings-street-vancouver-bc,Coal Harbour ,0,1,310,Apt/Condo,Built in 1999 (19 yrs old),"$1,910",$16,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2226501,,Regent Park Realty Inc.,"Air Conditioning, Windows - Thermo","Air Cond./Central, Club House, Exercise Centre, Pool; Indoor, Swirlpool/Hot Tub, Wheelchair Access"
302-1228 W Hastings Street,1188000,https://www.rew.ca/properties/R2227905/302-1228-w-hastings-street-vancouver-bc,Coal Harbour ,2,2,800,Apt/Condo,Built in 2002 (16 yrs old),"$2,445",$432,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2227905,,Royal Le Page Sussex (W Van),"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Hot Tub Spa/Swirlpool, Microwave, Range Top","Elevator, Exercise Centre, In Suite Laundry, Storage, Swirlpool/Hot Tub"
1801-590 Nicola Street,3799000,https://www.rew.ca/properties/R2228934/1801-590-nicola-street-vancouver-bc,Coal Harbour ,2,2,1461,Apt/Condo,Built in 2003 (15 yrs old),"$7,046","$1,002",Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2228934,,Rennie & Associates Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room, Storage"
3105-1239 W Georgia Street,2098800,https://www.rew.ca/properties/R2220124/3105-1239-w-georgia-street-vancouver-bc,Coal Harbour ,3,3,1457,Apt/Condo,Built in 2000 (18 yrs old),"$3,294",$712,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2220124,,RE/MAX Masters Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Hot Tub Spa/Swirlpool","Exercise Centre, Garden, Guest Suite, In Suite Laundry, Pool; Indoor, Swirlpool/Hot Tub"
TH25-338 Jervis Mews,3988000,https://www.rew.ca/properties/R2222119/th25-338-jervis-mews-vancouver-bc,Coal Harbour ,3,3,2199,Townhouse,Built in 2004 (14 yrs old),"$6,599","$1,092",Vancouver West,Coal Harbour,Townhouse,Freehold Strata,R2222119,,Royal Le Page Sussex (W Van),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Fireplace Insert, Garage Door Opener, Intercom, Microwave, Security System, Sprinkler - Fire","Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Pool; Outdoor, Swirlpool/Hot Tub"
1307-1238 Melville Street,618000,https://www.rew.ca/properties/R2229205/1307-1238-melville-street-vancouver-bc,Coal Harbour ,1,1,572,Apt/Condo,Built in 1996 (22 yrs old),"$1,303",$268,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2229205,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener","Bike Room, Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room"
1001-1277 Melville Street,1980000,https://www.rew.ca/properties/R2228828/1001-1277-melville-street-vancouver-bc,Coal Harbour ,2,2,1335,Apt/Condo,Built in 2008 (10 yrs old),"$4,236",$743,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2228828,,Engel & Volkers Vancouver,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener","Elevator, Exercise Centre, In Suite Laundry"
