address,price,link,subarea,bed,bath,sqft,type,Property Age,Gross Taxes for 2017,Strata Maintenance Fees,Area,Sub-Area/Community,Property Type,Title,Listing ID,Primary Agent,Primary Broker,Features,Amenities
1463 E 58th Avenue,1999000,https://www.rew.ca/properties/R2224495/1463-e-58th-avenue-vancouver-bc,Fraserview East ,6,7,2938,House,Built in 2004 (14 yrs old),"$6,246",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2224495,,Nu Stream Realty Inc.,ClthWsh/Dryr/Frdg/Stve/DW,
1787 SE Marine Drive,3358800,https://www.rew.ca/properties/R2224969/1787-se-marine-drive-vancouver-bc,Fraserview East ,3,2,2800,House,Built in 1910 (108 yrs old),"$5,642",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2224969,,Sutton Group Seafair Realty,ClthWsh/Dryr/Frdg/Stve/DW,
1727 SE Marine Drive,2300000,https://www.rew.ca/properties/R2224245/1727-se-marine-drive-vancouver-bc,Fraserview East ,5,2,2500,House,Built in 1960 (58 yrs old),"$4,519",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2224245,,RE/MAX Real Estate Services,ClthWsh/Dryr/Frdg/Stve/DW,In Suite Laundry
204-2288 Newport Avenue,559000,https://www.rew.ca/properties/R2226227/204-2288-newport-avenue-vancouver-bc,Fraserview East ,2,2,940,Townhouse,Built in 1992 (26 yrs old),"$1,201",$217,Vancouver East,Fraserview East,Townhouse,Freehold Strata,R2226227,,Sutton Grp West Coast (Van Cam),ClthWsh/Dryr/Frdg/Stve/DW,"Garden, In Suite Laundry, Storage"
2485 SE Marine Drive,2300000,https://www.rew.ca/properties/R2229061/2485-se-marine-drive-vancouver-bc,Fraserview East ,4,2,2576,House,Built in 1967 (51 yrs old),"$4,885",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2229061,,RE/MAX Blueprint Realty,"Clothes Dryer, Clothes Washer, Refrigerator, Stove",
2425 SE Marine Drive,2300000,https://www.rew.ca/properties/R2228824/2425-se-marine-drive-vancouver-bc,Fraserview East ,6,2,2013,House,Built in 1966 (52 yrs old),"$5,276",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2228824,,RE/MAX Blueprint Realty,ClthWsh/Dryr/Frdg/Stve/DW,
7137 Stirling Street,2988000,https://www.rew.ca/properties/R2229027/7137-stirling-street-vancouver-bc,Fraserview East ,8,7,4028,House,Built in 2014 (4 yrs old),"$7,121",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2229027,,New Coast Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Intercom",Air Cond./Central
5-1201 Lamey's Mill Road,999000,https://www.rew.ca/properties/R2222421/5-1201-lameys-mill-road-vancouver-bc,False Creek ,2,2,1531,Apt/Condo,Built in 1980 (38 yrs old),"$2,330",$551,Vancouver West,False Creek,Apt/Condo,Leasehold prepaid-Strata,R2222421,,Sotheby's Int'l Realty Canada,ClthWsh/Dryr/Frdg/Stve/DW,Elevator
604-1661 Ontario Street,1398000,https://www.rew.ca/properties/R2221859/604-1661-ontario-street-vancouver-bc,False Creek ,2,2,1189,Apt/Condo,Built in 2009 (9 yrs old),"$2,721",$679,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2221859,,Trg The Residential Group Rlty,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Recreation Center, Storage"
405-12 Athletes Way,999000,https://www.rew.ca/properties/R2219336/405-12-athletes-way-vancouver-bc,False Creek ,2,1,884,Apt/Condo,Built in 2010 (8 yrs old),"$2,153",$516,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2219336,,Team 3000 Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Club House, Elevator, Exercise Centre, Garden, In Suite Laundry, Pool; Indoor"
204-1529 W 6th Avenue,699000,https://www.rew.ca/properties/R2220891/204-1529-w-6th-avenue-vancouver-bc,False Creek ,0,1,719,Apt/Condo,Built in 1997 (21 yrs old),"$1,456",$361,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2220891,,Macdonald Realty,"Dishwasher, Garage Door Opener","Elevator, Restaurant, Storage, Wheelchair Access"
1103-1783 Manitoba Street,859000,https://www.rew.ca/properties/R2222252/1103-1783-manitoba-street-vancouver-bc,False Creek ,2,1,714,Apt/Condo,Built in 2015 (3 yrs old),"$2,018",$361,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2222252,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Microwave, Security - RI, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Bike Room, Club House, Elevator, Exercise Centre, In Suite Laundry"
106-1551 Mariner Walk,929000,https://www.rew.ca/properties/R2222093/106-1551-mariner-walk-vancouver-bc,False Creek ,2,2,1094,Apt/Condo,Built in 1989 (29 yrs old),"$1,983",$493,Vancouver West,False Creek,Apt/Condo,Leasehold prepaid-Strata,R2222093,,Engel & Volkers Vancouver,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings","Elevator, Garden, In Suite Laundry, Storage"
806-181 W 1st Avenue,1398000,https://www.rew.ca/properties/R2223073/806-181-w-1st-avenue-vancouver-bc,False Creek ,2,2,1118,Apt/Condo,Built in 2010 (8 yrs old),"$3,158",$593,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2223073,,Sotheby's Int'l Realty Canada,ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room"
315-1783 Manitoba Street,959000,https://www.rew.ca/properties/R2226250/315-1783-manitoba-street-vancouver-bc,False Creek ,2,2,1117,Apt/Condo,Built in 2015 (3 yrs old),"$2,435",$563,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2226250,,Dexter Associates Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Smoke Alarm, Sprinkler - Fire","Bike Room, Day Care Centre, Elevator, Exercise Centre, Garden"
1401-38 W 1st Avenue,1599000,https://www.rew.ca/properties/R2226490/1401-38-w-1st-avenue-vancouver-bc,False Creek ,2,2,1182,Apt/Condo,Built in 2015 (3 yrs old),"$3,362",$610,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2226490,,Oakwyn Realty Ltd.,ClthWsh/Dryr/Frdg/Stve/DW,"Air Cond./Central, Exercise Centre, In Suite Laundry, Pool; Outdoor, Swirlpool/Hot Tub"
1653 Ontario Street,2288000,https://www.rew.ca/properties/R2225384/1653-ontario-street-vancouver-bc,False Creek ,3,3,1673,Townhouse,Built in 2009 (9 yrs old),"$3,519",$956,Vancouver West,False Creek,Townhouse,Freehold Strata,R2225384,,Sutton Grp West Coast (Van Cam),"Clothes Washer/Dryer, ClthWsh/Dryr/Frdg/Stve/DW, Microwave, Refrigerator","Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Recreation Center, Storage"
211-1635 W 3rd Avenue,880000,https://www.rew.ca/properties/R2226631/211-1635-w-3rd-avenue-vancouver-bc,False Creek ,2,2,801,Apt/Condo,Built in 2010 (8 yrs old),"$1,748",$332,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2226631,,Royal Le Page Westside,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave","Air Cond./Central, Elevator, Garden, In Suite Laundry, Storage"
803-63 W 2nd Avenue,950000,https://www.rew.ca/properties/R2225243/803-63-w-2nd-avenue-vancouver-bc,False Creek ,2,1,746,Apt/Condo,Built in 2013 (5 yrs old),"$1,873",$364,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2225243,,Prompton Real Estate Serv.Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Microwave, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Exercise Centre"
534-1515 W 2nd Avenue,1288000,https://www.rew.ca/properties/R2225717/534-1515-w-2nd-avenue-vancouver-bc,False Creek ,2,2,1230,Apt/Condo,Built in 1990 (28 yrs old),"$2,307",$387,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2225717,,Sutton Grp West Coast (Brdwy),ClthWsh/Dryr/Frdg/Stve/DW,"In Suite Laundry, Recreation Center, Sauna/Steam Room"
511-1633 Ontario Street,948000,https://www.rew.ca/properties/R2226427/511-1633-ontario-street-vancouver-bc,False Creek ,1,1,887,Apt/Condo,Built in 2010 (8 yrs old),"$2,178",$517,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2226427,,RE/MAX Select Properties,ClthWsh/Dryr/Frdg/Stve/DW,"Exercise Centre, In Suite Laundry"
709-288 W 1st Avenue,1038000,https://www.rew.ca/properties/R2227091/709-288-w-1st-avenue-vancouver-bc,False Creek ,2,2,878,Apt/Condo,Built in 2012 (6 yrs old),"$2,205",$395,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2227091,,RE/MAX Crest Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Microwave, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room"
1101-88 W 1st Avenue,1888000,https://www.rew.ca/properties/R2227508/1101-88-w-1st-avenue-vancouver-bc,False Creek ,3,2,1197,Apt/Condo,Built in 2015 (3 yrs old),"$3,855",$621,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2227508,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Sprinkler - Fire","Air Cond./Central, Elevator, Exercise Centre, Pool; Outdoor, Storage, Swirlpool/Hot Tub"
407 E 19th Avenue,1669000,https://www.rew.ca/properties/R2223609/407-e-19th-avenue-vancouver-bc,Fraser East ,4,3,2151,House,Built in 1928 (90 yrs old),"$6,288",,Vancouver East,Fraser East,House,Freehold NonStrata,R2223609,,RE/MAX Select Properties,,
801-138 Athletes Way,2898000,https://www.rew.ca/properties/R2204765/801-138-athletes-way-vancouver-bc,False Creek ,2,2,1370,Apt/Condo,Built in 2009 (9 yrs old),"$4,693",$829,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2204765,,Prompton Real Estate Serv.Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Sprinkler - Fire","Bike Room, Elevator, Exercise Centre, Pool; Indoor, Sauna/Steam Room, Swirlpool/Hot Tub"
1404-38 W 1st Avenue,1899000,https://www.rew.ca/properties/R2205310/1404-38-w-1st-avenue-vancouver-bc,False Creek ,3,3,1393,Apt/Condo,Built in 2015 (3 yrs old),"$3,904",$711,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2205310,,Dexter Associates Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Security System, Smoke Alarm, Vaulted Ceiling, Windows - Thermo","Air Cond./Central, Bike Room, Elevator, Pool; Outdoor, Recreation Center, Swirlpool/Hot Tub"
509-2055 Yukon Street,628000,https://www.rew.ca/properties/R2227846/509-2055-yukon-street-vancouver-bc,False Creek ,1,1,640,Apt/Condo,Built in 2006 (12 yrs old),"$1,280",$293,Vancouver West,False Creek,Apt/Condo,Freehold Strata,R2227846,,Coldwell Banker Premier Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"
1563 SE Marine Drive,2600000,https://www.rew.ca/properties/R2206357/1563-se-marine-drive-vancouver-bc,Fraserview East ,5,2,2300,House,Built in 1959 (59 yrs old),"$4,709",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2206357,,Sutton Grp West Coast (Van Cam),,
1978 E 64th Avenue,1549000,https://www.rew.ca/properties/R2195138/1978-e-64th-avenue-vancouver-bc,Fraserview East ,1,1,1600,House,Built in 1950 (68 yrs old),"$5,866",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2195138,,Macdonald Realty,,
2345 Quayside Court,715000,https://www.rew.ca/properties/R2215210/2345-quayside-court-vancouver-bc,Fraserview East ,2,2,1158,Townhouse,Built in 1988 (30 yrs old),"$1,518",$245,Vancouver East,Fraserview East,Townhouse,Leasehold prepaid-Strata,R2215210,,RE/MAX Select Properties,ClthWsh/Dryr/Frdg/Stve/DW,In Suite Laundry
519 Salsbury Drive,1049000,https://www.rew.ca/properties/R2215377/519-salsbury-drive-vancouver-bc,Hastings ,4,2,1665,House,Built in 1907 (111 yrs old),"$2,991",,Vancouver East,Hastings,House,Freehold NonStrata,R2215377,,Team 3000 Realty Ltd.,"Clothes Washer/Dryer, Range Top, Refrigerator",
2081 Turner Street,1425000,https://www.rew.ca/properties/R2208868/2081-turner-street-vancouver-bc,Hastings ,4,3,2022,House,Built in 9999 (-7981 yrs old),"$4,932",,Vancouver East,Hastings,House,Freehold NonStrata,R2208868,,Team 3000 Realty Ltd.,"Clothes Washer/Dryer, Refrigerator, Stove",
253 Alexander Street,595000,https://www.rew.ca/properties/R2211027/253-alexander-street-vancouver-bc,Hastings ,0,1,578,Apt/Condo,Built in 1999 (19 yrs old),"$1,000",$154,Vancouver East,Hastings,Apt/Condo,Freehold Strata,R2211027,,Macdonald Realty Westmar,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Smoke Alarm, Sprinkler - Fire","Bike Room, Club House, Exercise Centre, In Suite Laundry, Recreation Center, Workshop Detached"
1811 E Kent Avenue,1688000,https://www.rew.ca/properties/R2220718/1811-e-kent-avenue-vancouver-bc,Fraserview East ,4,3,2000,House,Built in 1928 (90 yrs old),"$4,806",,Vancouver East,Fraserview East,House,Freehold NonStrata,R2220718,,Maxcel Westcoast Realty Ltd.,,
2042 Franklin Street,1950000,https://www.rew.ca/properties/R2214715/2042-franklin-street-vancouver-bc,Hastings ,4,3,1820,House,Built in 1910 (108 yrs old),"$4,127",,Vancouver East,Hastings,House,Freehold NonStrata,R2214715,,Blu Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Refrigerator, Stove",Storage
2046 Franklin Street,1950000,https://www.rew.ca/properties/R2214845/2046-franklin-street-vancouver-bc,Hastings ,3,2,1500,House,Built in 1910 (108 yrs old),"$3,459",,Vancouver East,Hastings,House,Freehold NonStrata,R2214845,,Macdonald Realty (Van Mn),"Clothes Washer/Dryer, Refrigerator, Stove","In Suite Laundry, Storage"
839 Nanaimo Street,2225000,https://www.rew.ca/properties/R2215468/839-nanaimo-street-vancouver-bc,Hastings ,3,1,2030,House,Built in 1981 (37 yrs old),"$3,834",$0,Vancouver East,Hastings,House,Freehold Strata,R2215468,,Trg The Residential Group Rlty,,
725 Victoria Drive,1500000,https://www.rew.ca/properties/R2224474/725-victoria-drive-vancouver-bc,Hastings ,5,2,1920,House,Built in 1973 (45 yrs old),"$3,717",,Vancouver East,Hastings,House,Freehold NonStrata,R2224474,,Interlink Realty,,
2168 Franklin Street,1150000,https://www.rew.ca/properties/R2222940/2168-franklin-street-vancouver-bc,Hastings ,3,2,1259,Townhouse,Built in 2007 (11 yrs old),"$2,055",$185,Vancouver East,Hastings,Townhouse,Freehold Strata,R2222940,,RE/MAX City Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Intercom, Microwave, Security System, Vacuum R.I.","Bike Room, In Suite Laundry"
201-16 Lakewood Drive,419900,https://www.rew.ca/properties/R2218635/201-16-lakewood-drive-vancouver-bc,Hastings ,1,1,535,Apt/Condo,Built in 1981 (37 yrs old),$503,$235,Vancouver East,Hastings,Apt/Condo,Freehold Strata,R2218635,,Metro Edge Realty,"Dishwasher, Microwave, Refrigerator, Stove","Elevator, Shared Laundry, Storage"
1898 Frances Street,899900,https://www.rew.ca/properties/R2216539/1898-frances-street-vancouver-bc,Hastings ,2,2,925,Townhouse,Built in 2018 (0 yrs old),$0,$242,Vancouver East,Hastings,Townhouse,Freehold Strata,R2216539,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Smoke Alarm",In Suite Laundry
208-1823 E Georgia Street,549000,https://www.rew.ca/properties/R2229026/208-1823-e-georgia-street-vancouver-bc,Hastings ,1,1,638,Apt/Condo,Built in 1993 (25 yrs old),"$1,081",$210,Vancouver East,Hastings,Apt/Condo,Freehold Strata,R2229026,,Trg The Residential Group Rlty,"Clothes Dryer, Clothes Washer, Dishwasher, Drapes/Window Coverings, Garage Door Opener, Refrigerator, Stove","Bike Room, Elevator, In Suite Laundry, Storage"
624-289 Alexander Street,1750000,https://www.rew.ca/properties/R2225871/624-289-alexander-street-vancouver-bc,Hastings ,2,2,1449,Apt/Condo,Built in 1999 (19 yrs old),"$3,980",$419,Vancouver East,Hastings,Apt/Condo,Freehold Strata,R2225871,,RE/MAX Crest Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Free Stand F/P or Wdstove, Garage Door Opener, Intercom, Jetted Bathtub, Windows - Thermo","Club House, Elevator, Exercise Centre, In Suite Laundry, Recreation Center, Workshop Attached"
130-2390 Mcgill Street,600000,https://www.rew.ca/properties/R2226007/130-2390-mcgill-street-vancouver-bc,Hastings ,1,1,780,Apt/Condo,Built in 1981 (37 yrs old),$770,$371,Vancouver East,Hastings,Apt/Condo,Freehold Strata,R2226007,,Sutton Grp West Coast Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, In Suite Laundry, Recreation Center, Restaurant, Storage"
875 Nanaimo Street,2225000,https://www.rew.ca/properties/R2215042/875-nanaimo-street-vancouver-bc,Hastings ,6,1,2060,House,Built in 1954 (64 yrs old),"$3,555",$0,Vancouver East,Hastings,House,Freehold Strata,R2215042,,Trg The Residential Group Rlty,,
3080 Clark Drive,2598000,https://www.rew.ca/properties/R2225556/3080-clark-drive-vancouver-bc,Grandview East ,9,3,2700,Duplex,Built in 1956 (62 yrs old),"$5,597",,Vancouver East,Grandview East,Duplex,Freehold NonStrata,R2225556,,Macdonald Realty (Van Mn),,
1820 Woodland Drive,1449000,https://www.rew.ca/properties/R2225572/1820-woodland-drive-vancouver-bc,Grandview East ,4,4,1832,Duplex,Built in 2015 (3 yrs old),"$3,497",$0,Vancouver East,Grandview East,Duplex,Freehold Strata,R2225572,,Oakwyn Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Heat Recov. Vent., Security System, Smoke Alarm, Sprinkler - Fire","Garden, In Suite Laundry"
2045 E Broadway Street,3000000,https://www.rew.ca/properties/R2226101/2045-e-broadway-street-vancouver-bc,Grandview East ,4,2,1642,House,Built in 1944 (74 yrs old),"$4,363",,Vancouver East,Grandview East,House,Freehold NonStrata,R2226101,,Oakwyn Realty Ltd.,ClthWsh/Dryr/Frdg/Stve/DW,In Suite Laundry
1607 E 12th Avenue,1900000,https://www.rew.ca/properties/R2226282/1607-e-12th-avenue-vancouver-bc,Grandview East ,3,3,1217,Duplex,Built in 2002 (16 yrs old),"$3,028",$0,Vancouver East,Grandview East,Duplex,Freehold Strata,R2226282,,Hugh & Mc Kinnon Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Security System",
1613 E 12th Avenue,3750000,https://www.rew.ca/properties/R2226276/1613-e-12th-avenue-vancouver-bc,Grandview East ,4,3,1865,House,Built in 1941 (77 yrs old),"$3,985",,Vancouver East,Grandview East,House,Freehold NonStrata,R2226276,,Hugh & Mc Kinnon Realty Ltd.,"Clothes Washer/Dryer, Refrigerator, Stove",
210-1450 E 7th Avenue,474900,https://www.rew.ca/properties/R2226622/210-1450-e-7th-avenue-vancouver-bc,Grandview East ,1,1,628,Apt/Condo,Built in 1983 (35 yrs old),"$1,042",$290,Vancouver East,Grandview East,Apt/Condo,Freehold Strata,R2226622,,Faith Wilson Group,,"Elevator, Shared Laundry, Storage"
1860 Graveley Street,1690000,https://www.rew.ca/properties/R2227558/1860-graveley-street-vancouver-bc,Grandview East ,5,3,2110,House,Built in 1986 (32 yrs old),"$4,605",,Vancouver East,Grandview East,House,Freehold NonStrata,R2227558,,Sutton Grp Vancouver First Rty,ClthWsh/Dryr/Frdg/Stve/DW,
2141 E Broadway,2800000,https://www.rew.ca/properties/R2228629/2141-e-broadway-vancouver-bc,Grandview East ,7,3,1400,House,Built in 1931 (87 yrs old),"$4,393",,Vancouver East,Grandview East,House,Freehold NonStrata,R2228629,,Macdonald Realty Westmar,,
2078 Charles Street,1598000,https://www.rew.ca/properties/R2226849/2078-charles-street-vancouver-bc,Grandview East ,0,0,1950,House,Built in 1932 (86 yrs old),"$4,816",,Vancouver East,Grandview East,House,Freehold NonStrata,R2226849,,Sutton Grp West Coast (Van Cam),,
1953 E Broadway,2600000,https://www.rew.ca/properties/R2228483/1953-e-broadway-vancouver-bc,Grandview East ,4,2,1600,House,Built in 1947 (71 yrs old),"$4,298",,Vancouver East,Grandview East,House,Freehold NonStrata,R2228483,,Team 3000 Realty Ltd.,,
1611 E 12th Avenue,1900000,https://www.rew.ca/properties/R2226285/1611-e-12th-avenue-vancouver-bc,Grandview East ,3,3,1217,Duplex,Built in 2002 (16 yrs old),"$3,069",$0,Vancouver East,Grandview East,Duplex,Freehold Strata,R2226285,,Hugh & Mc Kinnon Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Security System",
2061 E Broadway Avenue,3000000,https://www.rew.ca/properties/R2228845/2061-e-broadway-avenue-vancouver-bc,Grandview East ,4,2,1550,House,Built in 1949 (69 yrs old),"$4,371",,Vancouver East,Grandview East,House,Freehold NonStrata,R2228845,,Oakwyn Realty Ltd.,,
2-1296 Salsbury Drive,1299900,https://www.rew.ca/properties/R2227710/2-1296-salsbury-drive-vancouver-bc,Grandview East ,2,2,882,Apt/Condo,Built in 2013 (5 yrs old),"$1,605",$206,Vancouver East,Grandview East,Apt/Condo,Freehold Strata,R2227710,,Macdonald Realty,,"Bike Room, In Suite Laundry, Storage"
1146 Garden Drive,1388000,https://www.rew.ca/properties/R2229315/1146-garden-drive-vancouver-bc,Grandview East ,5,2,1700,House,Built in 9999 (-7981 yrs old),"$3,993",,Vancouver East,Grandview East,House,Freehold NonStrata,R2229315,,Trg Residential Downtown Rlty,ClthWsh/Dryr/Frdg/Stve/DW,"In Suite Laundry, Shared Laundry"
1-8 Nanaimo Street,1355000,https://www.rew.ca/properties/R2217427/1-8-nanaimo-street-vancouver-bc,Hastings East ,3,3,1371,Townhouse,Built in 2017 (1 yrs old),"$1,004",$444,Vancouver East,Hastings East,Townhouse,Freehold Strata,R2217427,,Century 21 Aaa Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Microwave, Security System, Smoke Alarm, Sprinkler - Fire","Bike Room, In Suite Laundry"
1738 Charles Street,1959000,https://www.rew.ca/properties/R2223447/1738-charles-street-vancouver-bc,Grandview East ,5,1,2396,House,Built in 1912 (106 yrs old),"$6,255",,Vancouver East,Grandview East,House,Freehold NonStrata,R2223447,,RE/MAX Select Realty,,
2867 Cambridge Street,1399000,https://www.rew.ca/properties/R2213998/2867-cambridge-street-vancouver-bc,Hastings East ,3,1,1822,House,Built in 1922 (96 yrs old),,,Vancouver East,Hastings East,House,Freehold NonStrata,R2213998,,RE/MAX Central,,
2017 Charles Street,2299000,https://www.rew.ca/properties/R2221745/2017-charles-street-vancouver-bc,Grandview East ,3,4,2116,House,Built in 2017 (1 yrs old),"$4,176",,Vancouver East,Grandview East,House,Freehold NonStrata,R2221745,,RE/MAX Select Realty,,
1850 E 1st Avenue,1199800,https://www.rew.ca/properties/R2229485/1850-e-1st-avenue-vancouver-bc,Grandview East ,4,2,2060,House,Built in 1923 (95 yrs old),"$4,368",,Vancouver East,Grandview East,House,Freehold NonStrata,R2229485,,Sutton Centre Realty,,
1022 Odlum Drive,1850000,https://www.rew.ca/properties/R2225697/1022-odlum-drive-vancouver-bc,Grandview East ,3,1,2386,House,Built in 1906 (112 yrs old),"$4,053",,Vancouver East,Grandview East,House,Freehold NonStrata,R2225697,,Oneflatfee.Ca,,
6-2 Nanaimo Street,1198000,https://www.rew.ca/properties/R2217462/6-2-nanaimo-street-vancouver-bc,Hastings East ,3,3,1371,Townhouse,Built in 2017 (1 yrs old),"$1,004",$444,Vancouver East,Hastings East,Townhouse,Freehold Strata,R2217462,,Century 21 Aaa Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Microwave, Security System, Smoke Alarm, Sprinkler - Fire","Bike Room, In Suite Laundry"
